arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
sample_factory/enjoy.py,funcao,visualize_policy_inputs,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
sample_factory/enjoy.py,funcao,render_frame,9,18,12,23,27,35,103.588,166.4211,5.75,956.9211,53.1623,0.0555
sample_factory/enjoy.py,funcao,make_env,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/enjoy.py,funcao,load_state_dict,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/enjoy.py,funcao,_prepare_eval_config,4,5,4,8,9,12,19.6096,38.0391,3.2,121.7251,6.7625,0.0127
sample_factory/enjoy.py,funcao,_init_eval_actor_critic,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/enjoy.py,funcao,_init_enjoy_state,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/enjoy.py,funcao,_max_frames_reached,3,5,3,6,8,9,16.3645,27.0,1.8,48.6,2.7,0.009
sample_factory/enjoy.py,funcao,_select_actions,3,3,3,4,6,7,9.5098,18.0947,2.0,36.1895,2.0105,0.006
sample_factory/enjoy.py,funcao,_update_episode_reward,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/enjoy.py,funcao,_record_done_agent,3,4,4,7,7,11,12.7549,30.8809,2.625,81.0624,4.5035,0.0103
sample_factory/enjoy.py,funcao,_log_completed_episodes,2,4,3,4,6,7,10.0,18.0947,1.0,18.0947,1.0053,0.006
sample_factory/enjoy.py,funcao,_advance_env_once,5,9,5,10,14,15,40.139,57.1103,2.7778,158.6398,8.8133,0.019
sample_factory/enjoy.py,funcao,_handle_env_step_end,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/enjoy.py,funcao,_generate_enjoy_outputs,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/enjoy.py,funcao,_mean_episode_reward,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/enjoy.py,funcao,enjoy,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/eval.py,funcao,_print_fps_stats,5,9,8,13,14,21,40.139,79.9545,3.6111,288.7244,16.0402,0.0267
sample_factory/eval.py,funcao,_print_eval_summaries,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
sample_factory/eval.py,funcao,_save_eval_results,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
sample_factory/eval.py,funcao,generate_trajectories,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
sample_factory/eval.py,funcao,do_eval,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,forward,2,2,2,3,4,5,4.0,10.0,1.5,15.0,0.8333,0.0033
sample_factory/export_onnx.py,funcao,create_onnx_exporter,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,generate_args,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/export_onnx.py,funcao,generate_rnn_states,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,sample_space,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,unsqueeze_args,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,create_forward,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,patch_forward,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/export_onnx.py,funcao,export_onnx,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/train.py,funcao,make_runner,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/train.py,funcao,run_rl,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/batcher.py,funcao,slice_len,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/batcher.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,_add_slice,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/batcher.py,funcao,_del_slice,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/batcher.py,funcao,merge_slices,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,_extract_at_most,2,3,3,6,5,9,6.7549,20.8974,2.0,41.7947,2.3219,0.007
sample_factory/algo/learning/batcher.py,funcao,get_at_most,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,get_exactly,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/batcher.py,funcao,initialized,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,trajectory_buffers_available,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,training_batches_available,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,stop_experience_collection,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,resume_experience_collection,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,stop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,init,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/batcher.py,funcao,on_new_trajectories,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/algo/learning/batcher.py,funcao,_maybe_enqueue_new_training_batches,7,15,13,25,22,38,78.2548,169.4584,5.8333,988.5073,54.9171,0.0565
sample_factory/algo/learning/batcher.py,funcao,on_training_batch_released,2,3,3,4,5,7,6.7549,16.2535,1.3333,21.6713,1.204,0.0054
sample_factory/algo/learning/batcher.py,funcao,_release_traj_tensors,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/learning/batcher.py,funcao,on_stop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,update,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,invoke_after_each_minibatch,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,invoke_after_each_epoch,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,__init__,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/learning/learner.py,funcao,num_recent_kls_to_use,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,get_lr_scheduler,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
sample_factory/algo/learning/learner.py,funcao,model_initialization_data,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,init,7,17,11,21,24,32,89.1384,146.7188,4.3235,634.343,35.2413,0.0489
sample_factory/algo/learning/learner.py,funcao,checkpoint_dir,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,get_checkpoints,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,load_checkpoint,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/algo/learning/learner.py,funcao,_load_state,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,load_from_checkpoint,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_should_save_summaries,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/learning/learner.py,funcao,_after_optimizer_step,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_get_checkpoint_dict,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_save_impl,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/algo/learning/learner.py,funcao,save,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,save_milestone,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,save_best,5,9,5,10,14,15,40.139,57.1103,2.7778,158.6398,8.8133,0.019
sample_factory/algo/learning/learner.py,funcao,set_new_cfg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,set_policy_to_load,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_maybe_update_cfg,4,10,5,10,14,15,41.2193,57.1103,2.0,114.2206,6.3456,0.019
sample_factory/algo/learning/learner.py,funcao,_maybe_load_policy,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
sample_factory/algo/learning/learner.py,funcao,_policy_loss,2,4,3,5,6,8,10.0,20.6797,1.25,25.8496,1.4361,0.0069
sample_factory/algo/learning/learner.py,funcao,_value_loss,4,8,6,11,12,17,32.0,60.9444,2.75,167.597,9.3109,0.0203
sample_factory/algo/learning/learner.py,funcao,_kl_loss,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_entropy_exploration_loss,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/algo/learning/learner.py,funcao,_symmetric_kl_exploration_loss,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/algo/learning/learner.py,funcao,_optimizer_lr,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_apply_lr,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_get_minibatches,5,12,11,22,17,33,54.6292,134.8863,4.5833,618.2288,34.346,0.045
sample_factory/algo/learning/learner.py,funcao,_get_minibatch,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_loss_clip_settings,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/algo/learning/learner.py,funcao,_prepare_bptt_inputs,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/learning/learner.py,funcao,_forward_core_outputs,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
sample_factory/algo/learning/learner.py,funcao,_forward_tail_outputs,1,1,1,2,2,3,0,3.0,1.0,3.0,0.1667,0.001
sample_factory/algo/learning/learner.py,funcao,_calculate_vtrace_advantages,4,26,21,42,30,63,130.2114,309.1341,3.2308,998.741,55.4856,0.103
sample_factory/algo/learning/learner.py,funcao,_calculate_advantages_and_returns,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/learning/learner.py,funcao,_calculate_losses,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/algo/learning/learner.py,funcao,_train_loop_initial_state,6,10,7,14,16,21,48.7291,84.0,4.2,352.8,19.6,0.028
sample_factory/algo/learning/learner.py,funcao,_get_train_minibatch,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_postprocess_losses,2,8,4,8,10,12,26.0,39.8631,1.0,39.8631,2.2146,0.0133
sample_factory/algo/learning/learner.py,funcao,_update_recent_kls,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
sample_factory/algo/learning/learner.py,funcao,_optimizer_step,4,7,5,10,11,15,27.6515,51.8915,2.8571,148.2614,8.2367,0.0173
sample_factory/algo/learning/learner.py,funcao,_after_train_minibatch,4,9,5,10,13,15,36.5293,55.5066,2.2222,123.348,6.8527,0.0185
sample_factory/algo/learning/learner.py,funcao,_update_early_stop,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
sample_factory/algo/learning/learner.py,funcao,_train,3,5,3,6,8,9,16.3645,27.0,1.8,48.6,2.7,0.009
sample_factory/algo/learning/learner.py,funcao,_record_basic_summaries,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
sample_factory/algo/learning/learner.py,funcao,_record_advantage_summaries,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_record_distribution_summaries,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_record_last_batch_summaries,6,15,10,20,21,30,74.1131,131.7695,4.0,527.0781,29.2821,0.0439
sample_factory/algo/learning/learner.py,funcao,_record_optimizer_summaries,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner.py,funcao,_record_policy_version_summaries,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/algo/learning/learner.py,funcao,_scalarize_summaries,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_record_summaries,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner.py,funcao,_prepare_and_normalize_obs,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/learning/learner.py,funcao,_prepare_batch,10,33,29,45,43,74,199.6843,401.5436,6.8182,2737.7972,152.0998,0.1338
sample_factory/algo/learning/learner.py,funcao,train,4,7,6,12,11,18,27.6515,62.2698,3.4286,213.4964,11.8609,0.0208
sample_factory/algo/learning/learner_worker.py,funcao,init_learner_process,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/learning/learner_worker.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,initialized,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,model_initialized,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,report_msg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,training_batch_released,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,finished_training_iteration,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,saved_model,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,stop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,save,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,save_best,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,save_milestone,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,load,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,on_update_cfg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,start_batcher_thread,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,join_batcher_thread,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,init,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/learning/learner_worker.py,funcao,on_new_training_batch,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/learning/learner_worker.py,funcao,_cleanup_cache,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/learning/learner_worker.py,funcao,on_stop,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/learning/rnn_utils.py,funcao,_build_pack_info_from_dones,6,19,19,32,25,51,96.2204,236.8367,5.0526,1196.6484,66.4805,0.0789
sample_factory/algo/learning/rnn_utils.py,funcao,build_rnn_inputs,3,4,3,5,7,8,12.7549,22.4588,1.875,42.1103,2.3395,0.0075
sample_factory/algo/learning/rnn_utils.py,funcao,build_core_out_from_seq,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,on_init,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,on_connect_components,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,on_start,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,on_training_step,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,extra_summaries,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,on_stop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner.py,funcao,_init_event_loop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_init_state,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_init_stats,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_init_writers,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_init_msg_handlers,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_init_timers,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner.py,funcao,save_periodic,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,save_best,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,update_training_info,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,save_milestone,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,stop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,all_components_stopped,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_handle_restart,2,6,4,8,8,12,17.5098,36.0,1.3333,48.0,2.6667,0.012
sample_factory/algo/runners/runner.py,funcao,_process_msg,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/algo/runners/runner.py,funcao,_learner_steps_handler,4,6,4,8,10,12,23.5098,39.8631,2.6667,106.3017,5.9056,0.0133
sample_factory/algo/runners/runner.py,funcao,_episodic_stats_handler,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
sample_factory/algo/runners/runner.py,funcao,_train_stats_handler,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner.py,funcao,_get_perf_stats,4,14,12,22,18,34,61.303,141.7775,3.1429,445.5863,24.7548,0.0473
sample_factory/algo/runners/runner.py,funcao,print_stats,4,7,4,7,11,11,27.6515,38.0537,2.0,76.1075,4.2282,0.0127
sample_factory/algo/runners/runner.py,funcao,_update_stats_and_print_report,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/runners/runner.py,funcao,_report_experiment_summaries,7,24,16,30,31,46,129.6906,227.893,4.375,997.032,55.3907,0.076
sample_factory/algo/runners/runner.py,funcao,_propagate_training_info,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,update_reward_shaping,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_save_policy,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_save_milestone_policy,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_save_best_policy,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
sample_factory/algo/runners/runner.py,funcao,_register_msg_handler,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,register_msg_handler,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,register_policy_msg_handler,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,register_episodic_stats_handler,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,register_observer,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_observers_call,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_save_cfg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_make_batcher,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_make_learner,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_make_sampler,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner.py,funcao,init,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/runners/runner.py,funcao,_on_start,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_setup_component_heartbeat,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
sample_factory/algo/runners/runner.py,funcao,_receive_heartbeat,3,5,4,8,8,12,16.3645,36.0,2.4,86.4,4.8,0.012
sample_factory/algo/runners/runner.py,funcao,_check_heartbeat,6,19,13,26,25,39,96.2204,181.1104,4.1053,743.5058,41.3059,0.0604
sample_factory/algo/runners/runner.py,funcao,_setup_component_termination,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,connect_components,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_should_end_training,4,12,6,12,16,18,51.0196,72.0,2.0,144.0,8.0,0.024
sample_factory/algo/runners/runner.py,funcao,_after_training_iteration,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner.py,funcao,_stop_training,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/runners/runner.py,funcao,_component_stopped,3,7,5,8,10,13,24.4064,43.1851,1.7143,74.0315,4.1129,0.0144
sample_factory/algo/runners/runner.py,funcao,_on_everything_stopped,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner.py,funcao,run,3,5,3,6,8,9,16.3645,27.0,1.8,48.6,2.7,0.009
sample_factory/algo/runners/runner_parallel.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner_parallel.py,funcao,init,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner_parallel.py,funcao,_on_start,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner_parallel.py,funcao,_start_processes,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner_parallel.py,funcao,_on_everything_stopped,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/runners/runner_serial.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/runners/runner_serial.py,funcao,init,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/sampling/batched_sampling.py,funcao,preprocess_actions,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/sampling/batched_sampling.py,funcao,process_action_space,4,7,5,8,11,13,27.6515,44.9726,2.2857,102.7945,5.7108,0.015
sample_factory/algo/sampling/batched_sampling.py,funcao,__init__,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/sampling/batched_sampling.py,funcao,init,5,14,8,15,19,23,64.9126,97.7023,2.6786,261.7027,14.539,0.0326
sample_factory/algo/sampling/batched_sampling.py,funcao,_process_rewards,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/algo/sampling/batched_sampling.py,funcao,_process_env_step,8,20,11,21,28,32,110.4386,153.8354,4.2,646.1085,35.8949,0.0513
sample_factory/algo/sampling/batched_sampling.py,funcao,_finalize_trajectories,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/batched_sampling.py,funcao,advance_rollouts,7,10,7,13,17,20,52.8708,81.7493,4.55,371.9591,20.6644,0.0272
sample_factory/algo/sampling/batched_sampling.py,funcao,update_trajectory_buffers,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
sample_factory/algo/sampling/batched_sampling.py,funcao,generate_policy_request,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/algo/sampling/batched_sampling.py,funcao,synchronize_devices,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/batched_sampling.py,funcao,close,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,model_initialized,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,trajectory_buffers_available,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,stop,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,init,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,_process_msg,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,_episodic_stats_handler,4,8,4,8,12,12,32.0,43.0196,2.0,86.0391,4.78,0.0143
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,wait_until_ready,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,start,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,set_new_trajectory_callback,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,on_sampler_started,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,on_sampler_initialized,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,on_new_trajectories,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/algo/sampling/evaluation_sampling_api.py,funcao,yield_trajectory_buffers,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
